"x" "y" "res" "year"
758034.648108 4297029.82358 1 2019
759374.111424 4297278.11023 0 2019
752728.253045 4283824.00537 1 2019
754577.640967 4299300.88681 0 2019
754356.439708 4299023.48569 0 2019
738746.948798 4300077.90413 0 2019
751525.390027 4281680.40554 1 2019
759368.9134 4291643.9515 0 2019
740080.57029 4285612.78051 1 2019
740168.828318 4285377.89208 0 2019
740058.635414 4285352.57698 0 2019
741293.263084 4284248.69124 0 2019
759629.5789 4291530.8917 1 2019
735672.849868 4299209.40735 0 2019
735615.921951 4299314.30444 1 2019
740975.059435 4283422.90268 0 2019
765118.913838 4298383.68904 0 2019
752264.936678 4281270.87276 1 2019
752371.044204 4281335.81327 1 2019
752160.65607 4281633.42872 0 2019
752168.095563 4281577.02398 1 2019
752263.233017 4281560.38002 1 2019
764498.73209 4291072.08947 0 2019
764376.607833 4291207.59884 1 2019
759912.806804 4291915.53182 1 2019
759248.790158 4293486.65858 1 2019
759288.773177 4293547.22323 1 2019
750562.637416 4284091.0245 1 2019
751940.025107 4284336.11339 0 2019
763251.574588 4281284.27183 1 2019
742093.709808 4286543.9345 1 2019
742060.151225 4286644.87487 1 2019
758943.5147 4295163.4795 0 2019
741945.098484 4286517.1553 0 2019
759580.606607 4297299.52893 1 2019
764364.369952 4298491.26746 1 2019
764251.741304 4298326.79046 1 2019
754245.547382 4298692.11763 1 2019
738234.293186 4300365.18154 0 2019
765191.575906 4300413.81237 0 2019
751773.770345 4281880.98121 1 2019
750190.202554 4281935.52695 1 2019
750132.326304 4282084.70427 0 2019
741563.775742 4283505.90614 0 2019
741558.6284 4283464.76981 0 2019
741788.255471 4283551.6288 0 2019
764220.119812 4282369.68866 0 2019
766419.456771 4291042.25287 1 2019
766945.46393 4290801.82574 0 2019
745210.249294 4272634.7652 0 2019
745164.418022 4272672.30372 0 2019
758960.144 4295098.6379 0 2019
766085.409403 4283789.07423 1 2019
766161.387159 4283724.18489 1 2019
765878.149004 4284378.71005 1 2019
765756.260058 4283898.80892 0 2019
765644.195189 4284047.37117 0 2019
765542.099122 4284147.75219 0 2019
751131.119145 4283901.45904 1 2019
751070.587431 4284013.56965 1 2019
766461.9788 4287229.10915 0 2019
750843.052235 4284204.47445 1 2019
764455.783712 4298024.4057 1 2019
763958.50994 4298013.77079 1 2019
750969.856484 4284111.54432 1 2019
750819.059951 4284186.1765 1 2019
753982.281687 4298060.1043 0 2019
752751.073092 4297515.71991 0 2019
766577.3483 4287242.84127 0 2019
746368.991892 4272619.04915 1 2019
746461.496368 4272619.64558 1 2019
764218.770918 4300670.12102 1 2019
766857.420521 4284977.5007 0 2019
766984.001178 4298255.72134 1 2019
750139.778938 4282108.16505 0 2019
750106.6646 4282327.93631 0 2019
764126.933697 4282143.3985 0 2019
764218.031498 4282413.60881 0 2019
764428.804829 4282788.92698 0 2019
762652.195443 4295269.53631 0 2019
765114.113185 4284554.15837 0 2019
763746.30634 4298456.29024 0 2019
767074.76033 4297657.01762 0 2019
757201.36401 4288241.26707 0 2019
767194.34929 4287008.19617 1 2019
766908.97036 4292561.14201 0 2019
732819.595345 4287992.66493 0 2019
758735.46897 4290117.88375 0 2019
758846.91762 4290217.33574 1 2019
758772.40396 4290070.82513 0 2019
759062.39023 4294735.41409 0 2019
765406.4836 4292298.13705 0 2019
760048.09283 4291049.04557 1 2019
759109.42805 4295104.00236 0 2019
767581.82936 4287650.01045 1 2019
767440.63224 4290447.20804 0 2019
767548.57636 4290536.6791 0 2019
767763.59494 4287650.29219 1 2019
767589.51534 4288225.71743 1 2019
760131.18996 4290955.02168 0 2019
760386.35923 4290864.74973 1 2019
760339.20924 4290599.45755 0 2019
756814.0018 4291400.66576 1 2019
754154.47461 4294979.30819 1 2019
739737.40559 4290222.58526 1 2019
761947.63474 4288946.26507 1 2019
756574.23616 4287457.73298 1 2019
738875.50975 4276954.36168 0 2019
747908.222 4290212.3882 0 2020
769633.5721 4292416.4431 0 2020
769632.8698 4292421.1955 0 2020
769631.8082 4292422.0413 0 2020
769628.4064 4292439.9861 0 2020
742781.1668 4287129.4659 0 2020
742784.3309 4287121.8201 0 2020
742757.7271 4287132.1312 0 2020
742741.3181 4287122.3936 1 2020
742763.189 4287106.7678 0 2020
742734.723 4287118.1179 0 2020
742732.5313 4287107.0217 0 2020
741880.7748 4287353.9409 0 2020
741893.1642 4287350.1807 0 2020
741882.7005 4287361.2269 0 2020
741853.4315 4287383.8309 0 2020
741823.9416 4287386.5705 0 2020
741892.6581 4287355.817 0 2020
741847.2351 4287392.4646 0 2020
739445.5751 4293814.9257 0 2020
739439.1941 4293809.1004 0 2020
742472.8438 4292272.8623 0 2020
742449.3204 4292209.9153 0 2020
753353.683101044 4301584.66109292 0 2020
755530.272716114 4301196.52706291 0 2020
755531.641403802 4301192.69136583 0 2020
755532.905021954 4301194.62732855 0 2020
755534.296704109 4301192.26090263 0 2020
755534.302044721 4301190.42618917 0 2020
755532.851961565 4301188.01785267 0 2020
755500.629660461 4301198.94431381 0 2020
755506.10569548 4301182.07733543 0 2020
753136.813526524 4277506.27548343 0 2020
753139.253968354 4277512.3085233 0 2020
753136.700347144 4277535.03124737 0 2020
753142.489990915 4277541.33559121 0 2020
753154.358685065 4279628.84559964 0 2020
753120.082476017 4279640.96920603 0 2020
753112.486338129 4279631.31250694 0 2020
753111.218460683 4279632.30800021 0 2020
753110.907360516 4279629.34644628 0 2020
753113.772293729 4279623.21110364 0 2020
753114.859149385 4279619.34191767 0 2020
753116.391355852 4279616.41026972 0 2020
765168.110206225 4294695.77606003 0 2020
765161.381207438 4294694.94267633 1 2020
765161.871637982 4294689.54794073 1 2020
765176.182543194 4294685.40909418 1 2020
765168.230162933 4294685.17611333 0 2020
765155.039533467 4294681.58426777 1 2020
764432.290434717 4294726.70160384 1 2020
764430.019708746 4294733.92945046 1 2020
764435.109869888 4294732.86101754 1 2020
764431.831986309 4294739.23009068 0 2020
764439.540877286 4294732.92592498 1 2020
764431.227675003 4294753.65171116 1 2020
764429.487643158 4294758.62774688 0 2020
742928.763826523 4288926.13278297 1 2020
742984.382302219 4288914.40688036 1 2020
742983.020254365 4288916.05003254 1 2020
742987.945700053 4288922.68550585 1 2020
743091.225757968 4288947.87833994 0 2020
743089.926868779 4288941.78576942 0 2020
743092.32385816 4288916.79233561 1 2020
743091.730712179 4288906.37616799 0 2020
762987.305800719 4295082.04276752 0 2020
762952.716792104 4295081.06905231 0 2020
762938.465254001 4295055.90818537 0 2020
762942.538530242 4295062.7559332 0 2020
763013.607620796 4293974.82566779 0 2020
763006.557857075 4293981.09044196 0 2020
763027.606562121 4293978.1979996 0 2020
763042.399564346 4293984.93234017 0 2020
763054.025543274 4293992.76423965 0 2020
763048.633501665 4293982.55124686 0 2020
763062.387666445 4293984.68248579 0 2020
763074.736661432 4293995.08704619 0 2020
766121.578805381 4287826.12523871 0 2020
766102.560300239 4287835.76521577 0 2020
766107.486393075 4287835.33947735 0 2020
766112.130509089 4287834.06089546 0 2020
766116.606850065 4287833.15619363 0 2020
766124.782994985 4287839.88165915 0 2020
766131.731137867 4287838.57703023 0 2020
766144.142592173 4287849.27702783 0 2020
755619.697949746 4277216.8340974 0 2020
755623.252345449 4277213.760302 0 2020
755626.44883154 4277211.25668257 0 2020
755631.194781256 4277205.93084797 0 2020
755646.757674091 4277213.62460449 0 2020
755652.838556144 4277207.84918014 0 2020
727460.207266 4289336.20425 1 2020
727472.497996 4289343.20649 0 2020
727456.513068 4289329.17465 0 2020
727473.37274 4289331.72162 0 2020
727990.890224 4289620.39166 0 2020
727943.953202 4289609.92874 1 2020
727935.089307 4289607.59942 1 2020
727992.447605 4289609.01813 0 2020
730754.448119 4287542.15301 0 2020
730742.23586 4287553.74487 0 2020
730735.245873 4287563.15068 0 2020
730732.872603 4287568.98167 0 2020
730743.669363 4287590.32417 0 2020
730747.882097 4287580.59408 0 2020
730764.635654 4287597.24611 0 2020
730777.223733 4287571.71446 0 2020
731275.406163 4287525.69854 0 2020
731271.866013 4287527.39751 0 2020
731254.39767 4287544.96166 0 2020
731248.000245 4287547.55743 0 2020
731242.240432 4287551.31231 1 2020
731236.618739 4287562.23005 0 2020
731258.277969 4287554.00785 0 2020
731261.361903 4287549.40276 0 2020
726836.768376 4288473.37219 0 2020
726897.857861 4288473.56209 0 2020
727209.005037 4288460.7399 0 2020
727210.672594 4288468.37807 0 2020
726816.444239 4291475.28204 0 2020
726814.148359 4291481.34746 0 2020
726806.726965 4291488.03972 0 2020
726819.214034 4291436.72343 0 2020
726823.535901 4291440.10875 0 2020
726828.048017 4291440.59389 0 2020
728227.078367 4287287.77845 0 2020
728210.000499 4287278.89564 0 2020
728255.163456 4287290.00929 0 2020
728231.971671 4287277.94936 0 2020
728249.063405 4287280.58179 0 2020
728202.021221 4287256.61563 0 2020
728266.68626 4287283.29412 0 2020
728250.077736 4287271.02588 0 2020
728352.011354 4289368.06972 0 2020
728224.483209 4289249.38495 0 2020
732302.728349 4285941.25133 0 2020
732314.810502 4285943.25018 0 2020
732328.384219 4285943.78034 0 2020
732336.57395 4285941.4911 0 2020
732343.248249 4285939.16405 0 2020
732311.579154 4285931.01411 0 2020
732378.062831 4285950.04864 0 2020
732387.165439 4285958.66704 0 2020
731973.709141 4285847.04934 0 2020
731970.378109 4285852.30908 1 2020
731955.291561 4285838.14795 1 2020
731950.86687 4285837.45278 1 2020
731910.891691 4285836.19402 1 2020
727903.126426 4288962.63786 0 2020
727906.198505 4288926.62301 0 2020
727910.862151 4288930.21349 0 2020
727917.86636 4288938.17054 0 2020
728942.737177 4290333.17233 0 2020
728978.033665 4290328.45975 1 2020
728991.765564 4290323.00736 1 2020
728997.27017 4290320.16911 1 2020
726759.741159 4292084.93063 0 2020
726771.472175 4292064.57354 1 2020
726792.769857 4292044.49737 1 2020
726793.334168 4292017.23122 0 2020
726791.997796 4292011.89649 1 2020
726779.482399 4292001.92992 0 2020
726773.575321 4292011.92338 0 2020
726788.056657 4291986.46093 0 2020
726785.15364 4291992.07898 0 2020
726782.323574 4291996.53767 0 2020
726794.421781 4291963.12794 0 2020
726788.937179 4291973.19978 0 2020
726782.834922 4291983.35211 0 2020
732002.768459 4288273.84503 0 2020
732037.20727 4288279.34907 0 2020
732042.711248 4288282.78573 0 2020
732029.896951 4288288.17579 0 2020
732036.612549 4288290.94229 0 2020
732016.817733 4288265.55405 0 2020
732030.85547 4288264.22302 0 2020
732043.993446 4288264.82606 0 2020
733707.280497 4290889.90334 0 2020
733711.441775 4290896.2492 0 2020
733707.782557 4290884.49493 0 2020
733711.010451 4290889.18976 0 2020
733715.577057 4290895.14733 0 2020
733713.036712 4290882.10466 0 2020
733716.115045 4290886.03659 0 2020
733720.919935 4290892.24585 0 2020
733244.151195 4290259.87885 0 2020
733249.262267 4290259.19399 0 2020
733251.683323 4290259.20315 0 2020
733256.75375 4290260.58015 0 2020
733258.996863 4290260.30586 0 2020
733245.140904 4290263.20297 0 2020
733248.968456 4290263.7405 0 2020
733255.0025 4290266.08164 0 2020
727889.230334 4290649.45452 0 2020
727892.888241 4290657.49989 0 2020
732712.05564 4290404.04938 0 2020
732709.706765 4290445.19896 0 2020
732731.021918 4290428.23031 0 2020
732877.886824 4290524.26721 0 2020
732892.473376 4290537.09581 0 2020
732876.354252 4290515.34664 0 2020
732890.160903 4290527.90459 0 2020
732875.565139 4290507.12529 0 2020
732879.286461 4290502.36354 0 2020
732892.676536 4290505.27331 0 2020
732898.154433 4290509.87253 0 2020
735065.601622 4291905.77444 0 2020
735073.167881 4291905.06315 0 2020
735081.772794 4291906.38943 0 2020
735061.788565 4291918.75987 0 2020
735071.942098 4291922.06139 0 2020
734843.273968 4292064.01019 0 2020
734851.669306 4292070.58876 0 2020
734861.633142 4292077.77765 0 2020
734872.7431 4292085.02209 0 2020
734847.965616 4292053.88943 0 2020
734854.691584 4292057.48418 0 2020
734863.607378 4292068.50902 0 2020
734874.429271 4292077.08007 0 2020
731882.26585 4288285.68421 0 2020
737519.943361 4292475.54864 1 2020
737505.445032 4292452.83884 0 2020
738086.308925 4290438.79182 0 2020
738054.060465 4290422.34874 0 2020
738029.505194 4290416.82263 0 2020
738011.912706 4290414.9827 1 2020
738076.734796 4290428.96834 0 2020
738066.950311 4290424.03346 1 2020
738040.479265 4290413.75523 0 2020
738024.558523 4290410.41069 0 2020
737979.263883 4290571.57337 0 2020
737964.446746 4290576.07444 0 2020
737916.757396 4290579.77758 0 2020
737969.107166 4290570.13078 0 2020
737957.816977 4290572.76492 0 2020
737940.107805 4290574.25969 0 2020
737928.255757 4290574.97582 0 2020
737910.04541 4290575.359 0 2020
734142.546577 4289778.3759 0 2020
734132.027822 4289789.45972 1 2020
734135.748134 4289757.33336 0 2020
734135.525747 4289753.11483 1 2020
734129.044706 4289756.9744 1 2020
734129.01973 4289751.81798 0 2020
734102.964587 4289746.97539 0 2020
734336.633285 4289775.19758 0 2020
734358.123412 4289739.74994 0 2020
734373.047119 4289733.65314 0 2020
734379.856016 4289721.50046 0 2020
732005.568257 4287674.84848 0 2020
732021.3975 4287696.52408 0 2020
732011.689364 4287678.36896 0 2020
732035.719082 4287665.71633 0 2020
732044.411736 4287654.96236 0 2020
732055.034967 4287685.97017 0 2020
732063.336408 4287673.04718 0 2020
732061.562845 4287663.75609 0 2020
732028.462411 4287712.88501 1 2020
732024.188367 4287704.90814 0 2020
732040.589966 4287724.2754 0 2020
732050.105846 4287722.38444 1 2020
732059.273099 4287720.86832 0 2020
732066.681084 4287715.18318 1 2020
732078.015341 4287710.3515 1 2020
773067.6347 4297406.5105 0 2020
767078.2118 4292516.306 0 2020
767095.4172 4292513.9213 0 2020
767067.6659 4292502.7921 0 2020
767684.2177 4295923.9388 0 2020
767666.5078 4295953.6846 0 2020
767608.223 4295941.5227 1 2020
764666.1575 4289862.476 1 2020
764608.5715 4289837.355 1 2020
764649.0726 4290181.8009 1 2020
764624.3863 4290161.7052 1 2020
769059.0412 4302655.1342 0 2020
769051.899 4302655.9431 1 2020
769033.3281 4302651.4972 1 2020
765415.3543 4292297.284 0 2020
765409.2644 4292285.2889 1 2020
765408.8044 4292283.8261 1 2020
765404.1699 4292292.3429 0 2020
767041.5832 4296251.5226 0 2020
767032.0994 4296234.4993 0 2020
767058.4022 4296236.0378 1 2020
773359.6232 4289767.1622 0 2020
768917.7864 4289465.0878 1 2020
768903.9742 4289458.8941 1 2020
761538.2267 4288122.3251 1 2020
761571.5667 4288142.1693 0 2020
772304.3828 4291797.1384 0 2020
769863.9048 4299164.7835 0 2020
769829.9169 4299193.223 0 2020
767383.9345 4291493.6418 0 2020
767324.287 4291469.3768 0 2020
767305.0346 4291441.2878 0 2020
767302.1904 4291437.3398 0 2020
769040.6089 4299461.8361 0 2020
769344.7535 4291693.1932 1 2020
769349.094 4291683.3623 1 2020
769349.307 4291671.2932 1 2020
770188.781 4301622.7902 0 2020
770185.7639 4301622.0624 0 2020
770190.4677 4301613.9816 0 2020
775126.9321 4297627.8158 1 2020
775119.0441 4297621.9847 1 2020
766876.6398 4295704.964 1 2020
766864.9345 4295724.2276 1 2020
766843.92 4295727.5081 1 2020
766819.3925 4295732.6463 1 2020
773175.3728 4290970.405 0 2020
773177.5628 4290993.9649 0 2020
773181.6354 4290992.8713 0 2020
768034.1631 4290170.8435 0 2020
768034.0852 4290175.5628 1 2020
772145.1695 4291954.8293 1 2020
772161.3672 4291938.9554 1 2020
766480.8203 4291145.7594 1 2020
766447.2006 4291124.5771 0 2020
766405.6758 4291132.0395 0 2020
776942.6559 4295091.0604 1 2020
776939.1402 4295086.9601 1 2020
776934.4127 4295086.6302 1 2020
776934.5501 4295098.928 1 2020
776921.8243 4295093.5408 1 2020
769493.0366 4299347.8697 1 2020
774545.6688 4295966.637 0 2020
774588.8267 4295942.5825 0 2020
762465.834 4288920.451 1 2020
762434.8901 4288929.1074 1 2020
765491.0088 4295382.223 0 2020
765003.0265 4295006.7988 1 2020
767864.4441 4302465.4377 0 2020
767868.1905 4302468.5423 0 2020
771035.3649 4300913.7144 0 2020
771006.61 4300995.3832 1 2020
764640.2518 4292725.474 1 2020
764642.5591 4292720.6596 1 2020
764645.0908 4292715.9268 0 2020
764647.6141 4292710.8818 1 2020
767930.9112 4295465.2558 0 2020
767224.018 4298022.7699 1 2020
767230.5329 4298022.6248 1 2020
767226.676 4298017.6361 1 2020
767241.8227 4298023.8324 0 2020
767235.3633 4298007.2419 0 2020
769385.5925 4289113.1006 0 2020
767211.5219 4290021.2267 1 2020
767211.647 4290025.106 1 2020
762140.7375 4288366.388 1 2020
762823.6642 4289146.2 0 2020
772643.6982 4292314.0411 1 2020
772696.3441 4292350.031 1 2020
771068.431 4297902.0329 0 2020
767009.7351 4291419.7922 1 2020
767008.9563 4291436.0681 0 2020
766082.9288 4291422.5718 0 2020
768894.2696 4298746.029 1 2020
768866.1837 4298781.2047 1 2020
768884.1666 4298750.6042 1 2020
768719.6846 4290756.8008 0 2020
768723.8633 4290758.9455 0 2020
768728.851 4290760.7394 0 2020
767538.2657 4300017.4168 0 2020
767965.5206 4300157.8161 0 2020
767964.0273 4299650.1762 1 2020
767951.733 4299646.6871 1 2020
773225.6026 4295863.5525 1 2020
775006.7305 4295886.8699 0 2020
768275.5751 4298262.8391 1 2020
768281.4338 4298262.556 0 2020
764295.2019 4290337.7808 1 2020
764279.9832 4290347.0526 0 2020
762104.3876 4288326.6065 1 2020
763877.0471 4294417.6788 0 2020
764091.681 4294380.3635 1 2020
764089.4652 4294385.4813 0 2020
771418.9085 4301222.5695 0 2020
764222.1234 4291363.5334 1 2020
764225.1353 4291367.9669 0 2020
764229.8991 4291376.2558 1 2020
764233.0768 4291381.7638 1 2020
764236.8452 4291388.9571 1 2020
765249.0107 4291229.7149 0 2020
765245.2805 4291249.3831 1 2020
765244.931 4291262.0159 1 2020
765032.5092 4295088.6236 1 2020
763834.4773 4294498.7307 0 2020
769364.2523 4288401.0492 0 2020
767142.5808 4290230.7854 0 2020
767154.3362 4290230.015 0 2020
763552.6243 4288916.5204 0 2020
763538.6263 4288909.2312 1 2020
771157.2343 4291670.222 0 2020
771126.9034 4291662.0728 1 2020
770037.055 4298503.1446 0 2020
770090.4583 4298565.0451 0 2020
770073.7356 4298561.9539 1 2020
766042.6642 4291454.4163 1 2020
766031.4857 4291469.4024 0 2020
767453.3001 4290680.6056 1 2020
767415.8645 4290680.1363 1 2020
776242.3506 4293529.9046 1 2020
776243.7221 4293524.5803 0 2020
776245.4177 4293519.2354 1 2020
776247.1169 4293514.5444 1 2020
769107.1562 4298332.285 1 2020
768563.6189 4290369.8368 0 2020
768582.4172 4290395.9578 0 2020
768582.1464 4290371.7551 0 2020
767991.1961 4299675.19 0 2020
767993.2208 4299672.2187 0 2020
772859.6148 4295569.3916 0 2020
772872.7719 4295566.4297 0 2020
764207.0842 4290368.8638 0 2020
764222.2371 4290374.0261 0 2020
762411.0124 4288242.8632 1 2020
762413.7669 4288247.6644 1 2020
763888.4147 4287923.9829 0 2020
763874.2967 4287908.6132 1 2020
765452.2494 4289044.1463 0 2020
765457.1907 4289090.3496 0 2020
771782.3201 4302173.0634 1 2020
771778.1855 4302157.6304 0 2020
772504.3051 4300719.6107 0 2020
772507.8209 4300720.3459 0 2020
772517.3005 4300727.2642 0 2020
763128.7452 4290944.9633 1 2020
763134.905 4290946.4087 0 2020
763140.7762 4290947.4004 1 2020
763144.8223 4290947.4432 1 2020
768427.9911 4295043.9927 0 2020
768406.9327 4295045.3341 0 2020
769139.7957 4297348.0306 0 2020
769132.3015 4297366.8883 1 2020
768946.8725 4296543.6886 1 2020
768952.6781 4296546.7223 1 2020
768966.2025 4296544.5653 1 2020
768971.2735 4296533.4344 1 2020
772413.7746 4288943.6787 0 2020
772409.3678 4288957.3529 0 2020
772410.7688 4288928.1423 1 2020
772417.8423 4288930.3554 0 2020
772018.9677 4289202.3665 0 2020
772021.8795 4289215.1928 0 2020
762529.5547 4288184.7163 0 2020
762554.1238 4288193.4185 0 2020
762531.8013 4288191.4185 1 2020
762942.0409 4288952.608 0 2020
770991.4393 4292381.6652 0 2020
770773.2936 4292263.631 1 2020
770781.6409 4292262.8003 0 2020
773122.833 4296533.6718 0 2020
774818.9253 4294133.3445 0 2020
774834.1478 4294154.4128 0 2020
774816.4268 4294156.7474 0 2020
774801.7636 4294153.2254 0 2020
768619.9185 4292153.4524 1 2020
768622.7586 4292161.8579 1 2020
768623.4867 4292166.7452 0 2020
767888.2863 4298727.2901 1 2020
767872.9502 4298726.8851 1 2020
767866.9794 4298740.5859 1 2020
767862.1302 4298739.5358 0 2020
772847.2999 4295108.1563 1 2020
772855.1729 4295118.0673 0 2020
773663.9152 4295002.6249 0 2020
762956.983 4288930.6072 0 2020
769597.087 4288311.9376 0 2020
767390.1147 4290308.688 1 2020
767948.8157 4298161.7482 0 2020
763704.3188 4290251.5466 1 2020
764241.3138 4287145.175 1 2020
764226.0231 4287121.7138 1 2020
763730.601 4290270.1863 1 2020
763712.8626 4290289.4914 1 2020
772065.2112 4301921.1405 1 2020
772096.5991 4301932.3943 1 2020
772044.488 4301984.7583 1 2020
771319.4663 4302079.804 0 2020
771326.0697 4302080.7044 0 2020
771329.1242 4302081.1989 0 2020
764943.7443 4290161.2649 1 2020
765202.8123 4288577.2414 0 2020
765202.374 4288581.5326 0 2020
765240.4507 4288539.5572 1 2020
765280.9777 4288535.4661 1 2020
765280.8285 4288541.9287 1 2020
766460.9821 4288970.4136 1 2020
766461.9846 4288975.9106 1 2020
766887.4957 4289516.7653 0 2020
773150.0979 4292792.5366 1 2020
767767.6287 4290365.951 1 2020
775355.0278 4294383.5231 0 2020
775356.2574 4294376.0076 1 2020
775344.3497 4294391.8622 1 2020
767990.8419 4298117.6187 1 2020
767972.5162 4298164.5128 1 2020
767962.8914 4298142.0537 1 2020
768629.0905 4291950.6164 0 2020
768623.6693 4291949.5666 1 2020
768628.5716 4291940.9974 1 2020
768403.0519 4299193.7511 0 2020
768409.9133 4299195.1472 1 2020
773713.7256 4294403.0745 0 2020
773700.8992 4294432.087 0 2020
768951.1709 4296298.6043 1 2020
768972.3781 4296284.7239 1 2020
768980.3856 4296292.7232 1 2020
763723.7095 4290265.5099 1 2020
763632.1781 4290593.5228 1 2020
763635.8848 4290596.6083 1 2020
763613.9796 4290590.0111 1 2020
763618.6272 4290592.2149 1 2020
763626.2905 4290597.0831 1 2020
767786.0584 4290365.7028 1 2020
767785.4243 4290376.7258 1 2020
766834.6621 4298867.1923 1 2020
766855.7507 4298878.6394 1 2020
766847.9238 4298867.3627 1 2020
766880.1122 4298879.7705 1 2020
764676.7151 4288096.6253 0 2020
765898.7805 4297719.0605 1 2020
765897.9067 4297711.7838 0 2020
765896.1017 4297706.8456 0 2020
764549.5242 4290594.9479 1 2020
764555.0978 4290593.796 1 2020
764560.9426 4290592.4408 1 2020
764566.4718 4290591.5931 1 2020
766486.9781 4286367.8855 1 2020
766492.7241 4286365.26 1 2020
766469.9844 4286451.5516 0 2020
767462.5085 4296624.6696 1 2020
767465.7145 4296634.7492 1 2020
767457.8633 4296646.1141 1 2020
765031.2094 4287200.7119 1 2020
765023.6855 4287208.4631 0 2020
765024.6388 4287233.5791 1 2020
765030.0087 4287222.1488 0 2020
765614.3926 4286662.8576 0 2020
765629.501 4286670.0698 0 2020
765628.7256 4286663.274 0 2020
766441.6328 4290018.7634 0 2020
766449.7188 4290022.9222 0 2020
766457.1336 4290026.656 0 2020
766464.7023 4290029.6193 1 2020
766435.124 4289855.1038 1 2020
766439.4398 4289859.4242 1 2020
773987.2047 4291682.2035 1 2020
773966.3244 4291672.9027 1 2020
773975.4394 4291678.7507 1 2020
773733.1811 4290881.0337 1 2020
773784.9249 4290864.318 0 2020
772115.2693 4296286.3397 0 2020
767221.4077 4290550.6732 0 2020
767285.7155 4290510.1788 1 2020
767263.5109 4290501.3711 1 2020
767284.6918 4290548.6387 0 2020
774194.6648 4292646.5329 1 2020
774180.6337 4292663.8701 1 2020
774165.6225 4292682.3069 0 2020
774159.653 4292689.1695 0 2020
769203.8304 4297610.9282 0 2020
769752.1956 4291780.7584 0 2020
769752.1958 4291775.5072 1 2020
769753.3923 4291767.2271 0 2020
773273.0508 4293292.4859 0 2020
773255.4893 4293276.1007 1 2020
773250.7847 4293291.8649 0 2020
773254.362 4293288.0351 0 2020
773271.7685 4293209.9343 0 2020
773214.6518 4293227.9242 1 2020
763490.9349 4289365.6927 1 2020
763481.0799 4289340.9761 1 2020
763594.4723 4289717.4764 0 2020
763588.9339 4289718.8421 1 2020
764672.5504 4288064.4303 0 2020
764667.3406 4288054.6642 0 2020
764657.5884 4288015.6085 0 2020
763596.4885 4288378.1778 0 2020
763577.5554 4288356.7999 0 2020
763906.4589 4289771.8053 1 2020
766237.4855 4297552.6423 0 2020
766256.9165 4297556.2027 1 2020
766258.3482 4297556.2632 1 2020
766263.3717 4297558.1428 1 2020
764734.7818 4290727.1598 1 2020
764715.644 4290715.5319 1 2020
764710.1014 4290718.2087 0 2020
764728.4663 4290731.4047 0 2020
766708.0891 4286480.7865 1 2020
765641.7188 4296280.7046 0 2020
765647.2459 4296282.6918 0 2020
765326.5155 4286450.9716 1 2020
765306.22 4286456.2362 1 2020
765307.6521 4286453.6699 1 2020
768874.3479 4288131.1879 1 2020
768886.8605 4288132.9829 1 2020
768833.015 4288176.1287 1 2020
766803.8978 4289829.2372 0 2020
766806.0227 4289835.8912 0 2020
767170.8183 4285946.6797 0 2020
767161.6534 4285937.2732 0 2020
766194.6575 4286110.5275 0 2020
771812.4221 4296061.3526 1 2020
771841.7943 4296084.0865 1 2020
771841.4993 4296090.4304 1 2020
767516.6157 4292005.3893 0 2020
767566.5125 4292012.7393 0 2020
769584.7962 4295570.1114 0 2020
769588.3661 4295551.7154 0 2020
770121.8488 4291449.9004 1 2020
765152.0981 4298890.4536 1 2020
765159.9811 4298886.5282 1 2020
765169.2743 4298881.6348 1 2020
765165.3541 4298895.4015 1 2020
765172.3894 4298897.5713 1 2020
765185.8519 4298896.8141 1 2020
772818.3967 4292948.1499 1 2020
772838.8466 4292930.6475 0 2020
763922.9111 4289755.8652 1 2020
763957.3458 4289780.389 1 2020
767141.4969 4285977.0298 1 2020
762896.6151 4287741.1184 1 2020
762897.2905 4287731.2636 1 2020
762899.0176 4287721.7315 1 2020
762898.8812 4287709.0178 0 2020
763352.0784 4287246.3514 1 2020
763350.7803 4287242.047 1 2020
764711.2492 4297798.8178 0 2020
764714.427 4297792.0392 0 2020
759968.1196 4291533.3238 1 2020
759973.4249 4291536.7008 1 2020
759965.3964 4291526.7743 1 2020
759972.8073 4291508.8535 1 2020
766819.4688 4286494.9365 0 2020
766817.5777 4286489.994 0 2020
769336.9845 4287958.245 0 2020
769329.4187 4287963.9347 1 2020
766123.5377 4286128.1481 0 2020
766124.4316 4286118.4158 1 2020
765926.9829 4286755.014 1 2020
765934.1952 4286758.2928 1 2020
772628.3544 4298317.02 1 2020
772626.3442 4298317.0373 1 2020
772619.436 4298321.157 1 2020
772677.5585 4298393.7846 1 2020
772613.2336 4298300.6282 1 2020
770892.2173 4297016.5552 0 2020
770883.8831 4297054.0514 0 2020
770874.3039 4297041.6661 0 2020
763484.5813 4294444.9818 0 2020
763424.3453 4294464.5289 0 2020
763412.6911 4294452.785 1 2020
759155.2953 4284196.3973 0 2020
759132.1566 4284196.1337 0 2020
758749.4213 4284288.4703 0 2020
758743.7529 4284269.859 0 2020
758737.4183 4284264.5334 0 2020
758716.038 4284259.8572 0 2020
758724.7488 4284264.1858 0 2020
769389.5655 4294896.4692 1 2020
769323.6251 4294875.4525 1 2020
765124.3554 4299133.6946 1 2020
765126.8115 4299138.7931 0 2020
765122.6005 4299140.848 1 2020
